f,ax,ay,az,mx,my,mz,gx,gy,gz,t,p,h
33835,-0.53,0.13,9.86,10.17,-33.00,19.67,23.00,-31.00,2.00,35.60,101267,-0.31
33858,-0.48,0.22,9.86,9.50,-33.33,19.50,22.00,-30.00,3.00,35.60,101283,-1.74
33881,-0.48,0.18,9.86,9.83,-32.83,19.00,21.00,-31.00,3.00,35.60,101274,-0.93
33915,-0.44,0.22,9.82,9.83,-33.33,19.50,23.00,-32.00,2.00,35.60,101283,-1.74
33939,-0.44,0.13,9.86,10.17,-33.33,19.50,22.00,-30.00,3.00,35.60,101261,0.23
33988,-0.44,0.18,9.82,9.83,-33.17,19.33,23.00,-31.00,3.00,35.60,101274,-0.93
34015,-0.48,0.09,9.82,9.67,-33.67,19.67,22.00,-31.00,3.00,35.60,101277,-1.20
34038,-0.48,0.18,9.82,9.50,-33.33,19.83,21.00,-30.00,3.00,35.60,101287,-2.10
34061,-0.48,0.18,9.86,9.83,-32.83,19.83,22.00,-31.00,3.00,35.60,101287,-2.10
34088,-0.44,0.09,9.73,9.33,-33.17,19.33,21.00,-33.00,3.00,35.60,101277,-1.20
34111,-0.57,0.22,9.91,10.33,-33.33,19.50,22.00,-31.00,3.00,35.60,101277,-1.20
34135,-0.44,0.18,9.73,9.83,-32.67,19.67,22.00,-32.00,2.00,35.60,101283,-1.74
34157,-0.53,0.18,9.69,10.00,-33.00,19.00,22.00,-30.00,2.00,35.60,101280,-1.47
34181,-0.48,0.18,9.82,9.67,-33.50,19.50,23.00,-31.00,2.00,35.60,101290,-2.37
34203,-0.53,0.13,9.82,10.00,-33.17,19.17,22.00,-32.00,3.00,35.60,101280,-1.47
34227,-0.53,0.18,9.86,10.00,-33.67,19.17,22.00,-31.00,2.00,35.60,101274,-0.93
34253,-0.48,0.22,9.82,9.67,-33.33,19.00,23.00,-31.00,3.00,35.60,101280,-1.47
34276,-0.44,0.26,9.91,10.00,-33.17,19.50,22.00,-31.00,2.00,35.60,101274,-0.93
34299,-0.53,0.22,9.86,9.50,-33.17,19.50,22.00,-32.00,3.00,35.60,101277,-1.20
34322,-0.44,0.22,9.82,9.67,-33.17,18.83,22.00,-31.00,2.00,35.60,101267,-0.31
34345,-0.44,0.22,9.95,9.83,-33.00,19.17,23.00,-32.00,3.00,35.60,101287,-2.10
34368,-0.48,0.22,9.99,9.50,-33.50,19.33,22.00,-31.00,3.00,35.60,101274,-0.93
34395,-0.44,0.18,9.82,10.00,-33.00,19.17,21.00,-31.00,3.00,35.60,101280,-1.47
34418,-0.48,0.18,9.86,9.33,-32.83,19.33,21.00,-32.00,3.00,35.60,101297,-3.00
34441,-0.48,0.18,9.91,10.17,-33.00,19.50,22.00,-31.00,3.00,35.60,101280,-1.47
34464,-0.53,0.18,9.82,10.33,-33.00,19.33,23.00,-31.00,2.00,35.60,101277,-1.20
34487,-0.48,0.18,9.82,9.50,-33.17,19.17,22.00,-31.00,2.00,35.60,101283,-1.74
34510,-0.53,0.13,9.82,9.83,-32.67,19.17,23.00,-32.00,2.00,35.60,101290,-2.37
34533,-0.44,0.09,9.86,9.50,-33.33,19.83,22.00,-32.00,2.00,35.60,101287,-2.10
34560,-0.48,0.18,9.82,10.00,-33.33,19.67,22.00,-30.00,2.00,35.60,101274,-0.93
34583,-0.53,0.18,9.77,9.83,-33.00,19.50,22.00,-32.00,3.00,35.60,101280,-1.47
34606,-0.48,0.18,9.82,10.17,-33.17,19.17,22.00,-30.00,2.00,35.60,101290,-2.37
34629,-0.53,0.22,9.77,10.17,-33.33,19.50,21.00,-30.00,2.00,35.60,101290,-2.37
34652,-0.48,0.18,9.82,9.83,-33.50,19.33,22.00,-31.00,3.00,35.60,101277,-1.20
34675,-0.44,0.18,9.91,9.50,-33.17,19.83,23.00,-31.00,3.00,35.60,101280,-1.47
34702,-0.44,0.13,9.86,9.83,-33.33,19.17,22.00,-31.00,2.00,35.60,101274,-0.93
34724,-0.48,0.18,9.82,9.50,-33.33,19.67,22.00,-31.00,4.00,35.60,101277,-1.20
34748,-0.53,0.13,9.95,10.17,-33.00,19.67,23.00,-32.00,2.00,35.60,101267,-0.31
34770,-0.48,0.18,9.82,9.67,-32.83,20.00,22.00,-31.00,2.00,35.60,101274,-0.93
34793,-0.48,0.18,9.82,9.50,-32.83,19.17,23.00,-31.00,2.00,35.60,101280,-1.47
34817,-0.48,0.22,9.82,9.50,-33.00,19.33,22.00,-31.00,2.00,35.60,101277,-1.20
34839,-0.48,0.18,9.86,9.33,-32.83,19.50,22.00,-32.00,3.00,35.60,101264,-0.04
34866,-0.48,0.18,9.77,9.83,-33.17,19.17,22.00,-32.00,2.00,35.60,101284,-1.83
34889,-0.57,0.18,9.82,9.50,-33.17,19.50,22.00,-31.00,2.00,35.60,101277,-1.20
34912,-0.53,0.13,9.77,9.67,-32.67,19.17,22.00,-30.00,2.00,35.60,101277,-1.20
34935,-0.48,0.18,9.82,10.00,-33.00,19.50,22.00,-31.00,3.00,35.60,101277,-1.20
34958,-0.44,0.18,9.82,9.83,-33.33,19.83,22.00,-32.00,2.00,35.60,101283,-1.74
34981,-0.57,0.26,9.91,10.00,-33.17,19.17,23.00,-31.00,2.00,35.60,101274,-0.93
35008,-0.48,0.18,9.91,9.83,-33.00,19.33,22.00,-31.00,3.00,35.60,101280,-1.47
35031,-0.48,0.22,9.95,10.00,-33.33,19.33,22.00,-31.00,3.00,35.60,101274,-0.93
35054,-0.44,0.18,9.77,9.83,-32.83,19.33,22.00,-32.00,2.00,35.60,101280,-1.47
35077,-0.44,0.13,9.91,9.67,-33.00,19.67,22.00,-32.00,2.00,35.60,101280,-1.47
35100,-0.44,0.18,9.86,10.00,-33.00,19.17,22.00,-31.00,3.00,35.60,101277,-1.20
35123,-0.48,0.18,9.77,9.67,-33.00,19.17,22.00,-31.00,2.00,35.60,101267,-0.31
35146,-0.48,0.18,9.82,9.83,-33.17,19.33,22.00,-31.00,3.00,35.60,101274,-0.93
35202,-0.48,0.18,9.82,10.00,-33.83,19.33,22.00,-31.00,3.00,35.60,101277,-1.20
35227,-0.48,0.22,9.86,9.50,-33.17,19.17,22.00,-31.00,3.00,35.60,101267,-0.31
35251,-0.48,0.18,9.82,9.83,-33.33,18.83,22.00,-31.00,2.00,35.60,101287,-2.10
35273,-0.48,0.18,9.91,9.50,-33.00,19.67,23.00,-31.00,3.00,35.60,101277,-1.20
35296,-0.39,0.13,9.86,10.00,-33.50,19.67,22.00,-31.00,2.00,35.60,101277,-1.20
35319,-0.39,0.13,9.82,10.17,-33.00,19.00,21.00,-30.00,2.00,35.60,101267,-0.31
35346,-0.44,0.18,9.77,9.67,-33.00,19.50,22.00,-32.00,3.00,35.60,101283,-1.74
35369,-0.53,0.22,9.86,9.50,-33.50,19.50,22.00,-31.00,2.00,35.60,101277,-1.20
35392,-0.53,0.22,9.91,9.83,-33.17,19.50,22.00,-30.00,3.00,35.60,101274,-0.93
35415,-0.57,0.22,9.91,10.17,-33.17,19.67,22.00,-31.00,3.00,35.60,101274,-0.93
35438,-0.48,0.18,9.82,9.67,-32.67,19.33,22.00,-31.00,3.00,35.60,101280,-1.47
35461,-0.48,0.18,9.82,10.00,-33.00,19.33,23.00,-31.00,2.00,35.60,101280,-1.47
35484,-0.48,0.18,9.86,9.83,-32.83,19.50,21.00,-30.00,3.00,35.60,101277,-1.20
35511,-0.44,0.18,9.86,9.50,-33.00,19.50,21.00,-31.00,3.00,35.60,101277,-1.20
35533,-0.48,0.13,9.77,10.00,-32.83,19.33,22.00,-31.00,2.00,35.60,101277,-1.20
35557,-0.53,0.22,9.86,10.00,-33.33,19.17,22.00,-31.00,1.00,35.60,101274,-0.93
35579,-0.53,0.13,9.86,9.83,-33.33,19.67,22.00,-32.00,3.00,35.60,101287,-2.10
35603,-0.53,0.18,9.82,10.00,-33.33,19.33,22.00,-31.00,3.00,35.60,101277,-1.20
35625,-0.44,0.13,9.91,9.83,-33.17,19.33,22.00,-31.00,4.00,35.60,101277,-1.20
35649,-0.44,0.18,9.86,9.67,-33.67,19.50,22.00,-30.00,2.00,35.60,101270,-0.57
35676,-0.44,0.13,9.86,9.33,-33.50,19.83,23.00,-30.00,2.00,35.60,101277,-1.20
35698,-0.48,0.22,9.86,9.83,-33.17,19.83,22.00,-31.00,2.00,35.60,101284,-1.83
35722,-0.44,0.13,9.82,9.67,-33.50,19.50,21.00,-32.00,3.00,35.60,101274,-0.93
35744,-0.44,0.22,9.86,9.83,-33.17,19.33,22.00,-31.00,1.00,35.60,101270,-0.57
35768,-0.53,0.22,9.91,9.50,-33.00,19.67,22.00,-31.00,3.00,35.60,101270,-0.57
35790,-0.48,0.13,9.77,9.83,-33.33,19.50,23.00,-30.00,2.00,35.60,101267,-0.31
35817,-0.53,0.18,9.73,9.83,-33.00,19.50,22.00,-31.00,2.00,35.60,101267,-0.31
35841,-0.48,0.18,9.82,9.67,-33.17,19.33,23.00,-31.00,2.00,35.60,101280,-1.47
35863,-0.48,0.22,9.82,9.83,-33.00,19.67,22.00,-30.00,3.00,35.60,101261,0.23
35887,-0.53,0.18,9.69,9.83,-33.00,19.00,22.00,-32.00,2.00,35.60,101277,-1.20
35909,-0.53,0.18,9.77,10.17,-33.17,19.50,22.00,-31.00,3.00,35.60,101274,-0.93
35933,-0.48,0.18,9.86,10.50,-32.83,19.33,23.00,-31.00,3.00,35.60,101274,-0.93
35955,-0.48,0.18,9.73,10.33,-33.00,19.17,22.00,-31.00,2.00,35.60,101277,-1.20
35982,-0.53,0.09,9.91,9.50,-33.17,19.17,22.00,-31.00,2.00,35.60,101271,-0.66
36005,-0.48,0.13,9.82,9.50,-33.17,19.67,22.00,-31.00,2.00,35.60,101267,-0.31
36028,-0.44,0.18,9.91,9.67,-33.17,19.50,22.00,-31.00,3.00,35.60,101274,-0.93
36051,-0.48,0.22,9.91,9.83,-32.67,19.33,22.00,-30.00,3.00,35.60,101277,-1.20
36074,-0.48,0.22,9.95,9.67,-32.83,19.33,22.00,-31.00,3.00,35.60,101277,-1.20
36097,-0.53,0.18,9.86,9.83,-33.33,19.67,21.00,-30.00,3.00,35.60,101284,-1.83
36124,-0.44,0.13,9.86,10.00,-33.00,19.67,22.00,-29.00,2.00,35.60,101267,-0.31
36147,-0.53,0.18,9.82,9.67,-33.33,19.00,22.00,-30.00,3.00,35.60,101277,-1.20
36169,-0.53,0.18,9.77,10.00,-33.50,19.50,21.00,-28.00,2.00,35.60,101271,-0.66
36193,-0.53,0.09,9.86,9.67,-33.17,19.67,21.00,-30.00,2.00,35.60,101277,-1.20
36215,-0.48,0.13,9.77,9.50,-33.33,19.50,22.00,-31.00,2.00,35.60,101277,-1.20
36239,-0.48,0.13,9.82,9.67,-33.33,19.17,22.00,-31.00,1.00,35.70,101277,-1.20
36261,-0.48,0.18,9.86,9.83,-33.17,19.33,23.00,-31.00,3.00,35.60,101271,-0.66
36288,-0.48,0.18,9.69,10.17,-32.83,19.67,21.00,-31.00,3.00,35.60,101271,-0.66
36312,-0.48,0.18,9.77,9.83,-33.00,19.33,22.00,-30.00,2.00,35.60,101267,-0.31
36334,-0.53,0.22,9.82,9.33,-33.33,19.00,22.00,-30.00,2.00,35.60,101267,-0.31
36358,-0.44,0.18,9.77,9.50,-33.00,19.00,21.00,-30.00,3.00,35.60,101274,-0.93
36393,-0.44,0.13,9.82,9.67,-32.83,19.33,23.00,-31.00,2.00,35.60,101270,-0.57
36419,-0.53,0.13,9.77,9.67,-33.17,19.67,21.00,-31.00,3.00,35.60,101274,-0.93
36454,-0.53,0.26,9.77,9.83,-33.00,19.67,22.00,-32.00,2.00,35.60,101277,-1.20
36476,-0.48,0.22,9.95,9.67,-33.17,19.50,23.00,-29.00,2.00,35.70,101277,-1.20
36500,-0.48,0.26,9.82,10.17,-33.50,19.00,22.00,-31.00,3.00,35.60,101277,-1.20
36523,-0.48,0.18,9.86,10.00,-32.83,19.33,22.00,-32.00,3.00,35.60,101274,-0.93
36546,-0.48,0.18,9.82,10.00,-33.50,19.17,22.00,-31.00,2.00,35.60,101274,-0.93
36569,-0.53,0.18,9.82,9.50,-33.50,19.17,22.00,-32.00,2.00,35.60,101277,-1.20
36592,-0.44,0.13,9.82,9.33,-33.33,19.67,22.00,-31.00,2.00,35.70,101287,-2.10
36619,-0.53,0.22,9.82,9.33,-33.17,19.33,22.00,-31.00,2.00,35.60,101271,-0.66
36641,-0.57,0.22,9.73,9.17,-33.17,19.00,21.00,-33.00,2.00,35.60,101274,-0.93
36665,-0.53,0.18,9.73,9.83,-33.00,19.17,22.00,-31.00,2.00,35.60,101280,-1.47
36687,-0.48,0.13,9.82,9.67,-33.17,19.50,22.00,-31.00,1.00,35.60,101280,-1.47
36711,-0.48,0.18,9.73,9.50,-32.67,19.00,22.00,-32.00,2.00,35.60,101290,-2.37
36733,-0.48,0.13,9.77,9.67,-32.83,18.83,22.00,-31.00,2.00,35.60,101267,-0.31
36760,-0.53,0.18,9.82,9.67,-32.83,19.83,22.00,-31.00,2.00,35.60,101267,-0.31
36784,-0.48,0.13,9.91,9.33,-33.33,19.00,22.00,-30.00,3.00,35.60,101261,0.23
36806,-0.53,0.26,9.77,9.83,-33.33,19.50,22.00,-31.00,3.00,35.70,101280,-1.47
36830,-0.44,0.22,9.82,9.50,-33.17,19.17,21.00,-31.00,2.00,35.60,101274,-0.93
36852,-0.48,0.22,9.77,9.67,-33.17,19.17,21.00,-32.00,3.00,35.70,101274,-0.93
36876,-0.53,0.22,9.91,9.50,-33.00,18.67,22.00,-32.00,3.00,35.60,101280,-1.47
36898,-0.53,0.18,9.99,9.33,-33.17,19.00,22.00,-32.00,2.00,35.60,101287,-2.10
36925,-0.48,0.18,9.82,10.00,-33.33,19.33,24.00,-31.00,3.00,35.60,101271,-0.66
36948,-0.48,0.13,9.91,9.67,-33.00,19.17,22.00,-31.00,3.00,35.60,101277,-1.20
36971,-0.53,0.13,9.86,9.17,-33.17,19.17,23.00,-31.00,3.00,35.70,101287,-2.10
36995,-0.44,0.18,9.86,10.17,-32.83,19.17,22.00,-31.00,2.00,35.60,101277,-1.20
37017,-0.53,0.18,9.77,9.50,-33.00,19.67,22.00,-31.00,3.00,35.70,101277,-1.20
37040,-0.48,0.13,9.82,9.50,-33.00,18.83,22.00,-31.00,2.00,35.70,101277,-1.20
37063,-0.53,0.18,9.86,9.67,-33.33,19.00,22.00,-31.00,4.00,35.60,101277,-1.20
37090,-0.48,0.18,9.86,9.67,-33.17,19.17,21.00,-31.00,3.00,35.60,101274,-0.93
37112,-0.53,0.18,9.86,9.50,-33.33,19.33,22.00,-31.00,2.00,35.70,101284,-1.83
37136,-0.39,0.13,9.86,9.67,-33.00,19.50,22.00,-30.00,2.00,35.60,101280,-1.47
37158,-0.44,0.18,9.95,10.00,-33.33,19.33,21.00,-31.00,2.00,35.60,101264,-0.04
37182,-0.44,0.22,9.82,10.00,-33.00,18.83,23.00,-30.00,3.00,35.60,101264,-0.04
37204,-0.48,0.22,9.82,9.67,-33.00,19.17,23.00,-31.00,1.00,35.60,101277,-1.20
37231,-0.53,0.22,9.86,9.83,-32.67,19.33,22.00,-31.00,3.00,35.60,101287,-2.10
37255,-0.48,0.22,9.86,10.00,-33.33,19.50,23.00,-32.00,3.00,35.70,101293,-2.64
37277,-0.48,0.22,9.77,9.33,-33.17,19.50,22.00,-32.00,1.00,35.70,101277,-1.20
37301,-0.48,0.18,9.82,9.67,-33.00,19.17,22.00,-31.00,2.00,35.60,101287,-2.10
37323,-0.44,0.13,9.73,9.50,-33.50,19.50,21.00,-31.00,3.00,35.60,101274,-0.93
37347,-0.44,0.09,9.77,9.67,-32.67,19.33,22.00,-32.00,3.00,35.60,101274,-0.93
37369,-0.53,0.18,9.82,9.83,-33.50,19.33,23.00,-31.00,2.00,35.60,101264,-0.04
37396,-0.48,0.26,9.86,10.00,-33.17,19.67,21.00,-31.00,4.00,35.60,101277,-1.20
37420,-0.61,0.22,9.82,9.67,-33.17,19.33,23.00,-31.00,3.00,35.60,101277,-1.20
37442,-0.57,0.18,9.86,9.50,-33.17,19.50,22.00,-32.00,2.00,35.70,101274,-0.93
37466,-0.53,0.13,9.86,9.83,-32.83,19.33,22.00,-31.00,2.00,35.70,101274,-0.93
37488,-0.53,0.13,9.86,9.83,-32.50,19.33,22.00,-31.00,2.00,35.60,101274,-0.93
37511,-0.48,0.13,9.91,9.33,-32.83,19.00,21.00,-31.00,3.00,35.60,101271,-0.66
37538,-0.48,0.13,9.86,9.67,-33.67,19.33,21.00,-31.00,2.00,35.60,101277,-1.20
37561,-0.48,0.22,9.69,9.83,-33.00,19.50,23.00,-31.00,3.00,35.60,101280,-1.47
f,ax,ay,az,mx,my,mz,gx,gy,gz,t,p,h
247,-0.53,0.18,9.82,8.00,-35.33,19.33,22.00,-30.00,1.00,35.00,101269,0.00
270,-0.57,0.22,9.86,7.67,-34.83,19.67,22.00,-31.00,2.00,35.00,101265,0.00
292,-0.53,0.18,9.73,7.83,-35.67,19.50,22.00,-31.00,3.00,35.00,101259,0.00
327,-0.48,0.13,9.82,7.50,-35.17,19.83,22.00,-30.00,2.00,35.00,101265,0.00
350,-0.53,0.18,9.77,7.17,-35.00,19.67,21.00,-29.00,2.00,35.00,101259,0.39
372,-0.48,0.13,9.82,8.00,-35.17,19.50,22.00,-30.00,3.00,35.00,101256,0.66
395,-0.53,0.26,9.95,7.67,-35.33,19.67,22.00,-31.00,2.00,35.00,101256,0.66
418,-0.53,0.18,9.86,7.67,-35.17,19.67,21.00,-30.00,1.00,35.00,101265,-0.14
441,-0.48,0.18,9.91,7.17,-35.17,19.33,22.00,-30.00,3.00,35.00,101259,0.39
464,-0.53,0.18,9.86,7.83,-34.67,19.67,22.00,-31.00,1.00,35.00,101269,-0.50
491,-0.53,0.18,9.82,7.33,-35.33,20.00,22.00,-30.00,4.00,35.00,101259,0.39
514,-0.53,0.13,9.95,7.67,-35.00,19.83,23.00,-30.00,2.00,35.00,101262,0.13
536,-0.53,0.13,9.77,7.83,-34.83,19.83,22.00,-30.00,2.00,35.00,101246,1.56
560,-0.53,0.18,9.82,7.50,-35.17,19.50,22.00,-30.00,2.00,35.00,101269,-0.50
582,-0.53,0.13,9.77,7.67,-34.67,19.83,22.00,-30.00,3.00,35.00,101266,-0.23
605,-0.53,0.13,9.82,7.17,-34.50,19.67,23.00,-30.00,2.00,35.00,101259,0.39
628,-0.57,0.18,9.82,7.00,-35.17,19.33,20.00,-31.00,2.00,35.00,101262,0.13
655,-0.53,0.18,9.73,7.17,-35.00,19.67,23.00,-30.00,2.00,35.00,101272,-0.77
677,-0.48,0.18,9.82,7.83,-35.00,19.50,22.00,-30.00,2.00,35.00,101262,0.13
700,-0.53,0.13,9.77,7.50,-34.67,19.33,21.00,-31.00,1.00,35.00,101262,0.13
723,-0.44,0.18,9.91,7.50,-35.17,19.83,21.00,-30.00,2.00,35.00,101269,-0.50
746,-0.44,0.13,9.73,7.50,-35.17,20.00,23.00,-31.00,1.00,35.00,101269,-0.50
769,-0.48,0.18,9.82,7.67,-35.00,19.33,22.00,-29.00,2.00,35.00,101272,-0.77
795,-0.44,0.13,9.82,7.17,-35.33,19.33,23.00,-28.00,1.00,35.00,101269,-0.50
819,-0.44,0.09,9.82,7.33,-34.67,19.50,23.00,-29.00,2.00,35.00,101266,-0.23
841,-0.53,0.18,9.73,7.50,-34.67,19.67,23.00,-30.00,2.00,35.00,101269,-0.50
864,-0.53,0.18,9.86,8.00,-35.50,19.50,21.00,-30.00,2.00,35.00,101262,0.13
887,-0.53,0.09,9.86,7.33,-35.00,19.33,22.00,-32.00,2.00,35.00,101262,0.13
910,-0.48,0.13,9.82,7.67,-34.67,19.67,22.00,-30.00,2.00,35.00,101262,0.13
932,-0.53,0.18,9.77,7.17,-35.00,19.50,22.00,-30.00,3.00,35.00,101249,1.29
959,-0.57,0.13,9.82,7.33,-34.67,19.33,22.00,-30.00,3.00,35.00,101266,-0.23
983,-0.57,0.18,9.82,7.17,-35.00,18.83,22.00,-30.00,1.00,35.00,101272,-0.77
1005,-0.53,0.22,9.91,7.67,-34.83,19.33,20.00,-32.00,2.00,35.00,101269,-0.50
1028,-0.48,0.13,9.86,7.67,-34.83,19.33,19.00,-32.00,2.00,35.00,101259,0.39
1051,-0.48,0.22,9.82,8.00,-34.83,20.17,21.00,-30.00,2.00,35.00,101259,0.39
1074,-0.48,0.22,9.86,7.33,-35.00,19.67,23.00,-30.00,3.00,35.00,101253,0.93
1097,-0.53,0.13,9.77,7.67,-35.00,20.00,20.00,-30.00,2.00,35.00,101272,-0.77
1124,-0.48,0.18,9.86,7.33,-35.00,19.33,19.00,-30.00,2.00,35.00,101266,-0.23
1146,-0.53,0.18,9.77,7.67,-34.83,19.50,17.00,-32.00,3.00,35.00,101266,-0.23
1169,-0.53,0.18,9.82,8.00,-35.33,19.50,14.00,-30.00,3.00,35.00,101266,-0.23
1192,-0.48,0.13,9.82,7.17,-35.17,20.00,15.00,-31.00,3.00,35.00,101256,0.66
1215,-0.53,0.13,9.91,7.67,-35.17,19.33,23.00,-28.00,2.00,35.00,101275,-1.04
1238,-0.53,0.18,9.86,8.17,-34.50,20.00,25.00,-29.00,2.00,35.00,101262,0.13
1261,-0.48,0.22,9.82,7.50,-35.17,19.50,24.00,-28.00,3.00,35.00,101259,0.39
1288,-0.57,0.13,9.95,8.00,-34.83,20.17,25.00,-29.00,3.00,35.00,101269,-0.50
1310,-0.53,0.13,9.86,7.67,-35.00,19.00,23.00,-31.00,1.00,35.00,101269,-0.50
1334,-0.53,0.18,9.73,7.67,-35.00,19.33,21.00,-32.00,1.00,35.00,101259,0.39
1356,-0.53,0.13,9.86,7.67,-34.83,19.67,21.00,-32.00,1.00,35.00,101259,0.39
1379,-0.53,0.13,9.82,8.00,-35.00,19.33,22.00,-30.00,2.00,35.00,101259,0.39
1402,-0.53,0.13,9.82,7.83,-34.67,20.00,21.00,-31.00,3.00,35.00,101269,-0.50
1442,-0.57,0.13,9.82,7.50,-34.50,19.33,24.00,-30.00,2.00,35.00,101253,0.93
1467,-0.53,0.22,9.77,8.00,-34.83,19.67,24.00,-30.00,2.00,35.00,101262,0.13
1490,-0.48,0.13,9.91,7.67,-35.00,20.00,21.00,-30.00,3.00,35.00,101262,0.13
1513,-0.57,0.13,9.82,7.50,-34.83,19.67,23.00,-31.00,2.00,35.00,101249,1.29
1537,-0.53,0.13,9.82,7.67,-34.83,19.50,22.00,-29.00,2.00,35.00,101256,0.66
1559,-0.57,0.18,9.91,8.00,-35.33,19.67,22.00,-30.00,3.00,35.00,101272,-0.77
1582,-0.53,0.13,9.91,7.50,-34.83,19.50,22.00,-31.00,2.00,35.00,101266,-0.23
1634,-0.57,0.18,9.86,7.83,-34.67,19.50,23.00,-30.00,2.00,35.00,101262,0.13
1657,-0.48,0.13,9.91,7.33,-34.67,19.17,22.00,-31.00,2.00,35.00,101262,0.13
1680,-0.53,0.18,9.77,7.67,-34.83,19.50,21.00,-31.00,3.00,35.00,101259,0.39
1703,-0.48,0.13,9.82,6.83,-35.17,19.33,20.00,-31.00,2.00,35.00,101262,0.13
1726,-0.53,0.18,9.82,7.83,-35.00,19.67,22.00,-31.00,2.00,35.00,101282,-1.67
1748,-0.48,0.13,9.77,7.33,-34.67,20.00,22.00,-30.00,2.00,35.00,101266,-0.23
1772,-0.48,0.09,9.86,7.67,-35.00,19.50,23.00,-29.00,2.00,35.00,101262,0.13
1799,-0.57,0.13,9.69,7.33,-34.83,19.67,23.00,-31.00,2.00,35.00,101256,0.66
1821,-0.44,0.09,9.77,7.33,-35.00,19.83,20.00,-30.00,3.00,35.00,101262,0.13
1844,-0.57,0.13,9.77,7.83,-35.33,19.33,22.00,-31.00,3.00,35.00,101269,-0.50
1867,-0.53,0.18,9.82,7.67,-35.17,19.50,21.00,-31.00,2.00,35.00,101262,0.13
1890,-0.57,0.18,9.82,7.67,-35.00,19.83,21.00,-32.00,3.00,35.00,101272,-0.77
1913,-0.48,0.18,9.82,7.67,-35.17,19.67,22.00,-30.00,2.00,35.00,101269,-0.50
1940,-0.53,0.13,9.77,7.50,-34.67,19.50,21.00,-30.00,1.00,35.00,101256,0.66
1963,-0.48,0.31,9.91,7.33,-34.67,19.83,21.00,-31.00,3.00,35.00,101275,-1.04
1985,-0.57,0.18,9.91,7.33,-34.83,19.83,21.00,-31.00,2.00,35.00,101259,0.39
2009,-0.57,0.22,9.82,7.83,-35.33,20.17,22.00,-31.00,2.00,35.00,101262,0.13
2031,-0.48,0.09,9.82,7.83,-35.33,19.67,21.00,-31.00,2.00,35.00,101262,0.13
2055,-0.53,0.13,9.86,7.50,-35.50,19.67,22.00,-30.00,3.00,35.00,101266,-0.23
2077,-0.53,0.13,9.82,7.67,-34.50,19.33,24.00,-28.00,2.00,35.00,101275,-1.04
2104,-0.57,0.13,9.82,7.67,-35.00,19.67,24.00,-30.00,1.00,35.00,101262,0.13
2126,-0.61,0.22,9.77,7.50,-35.17,19.50,24.00,-30.00,2.00,35.00,101272,-0.77
2150,-0.44,0.13,9.86,7.50,-35.00,19.67,23.00,-29.00,3.00,35.00,101256,0.66
2172,-0.57,0.13,9.86,7.67,-34.33,19.83,21.00,-32.00,2.00,35.00,101253,0.93
2195,-0.44,0.22,9.95,8.00,-34.83,20.00,21.00,-32.00,2.00,35.00,101266,-0.23
2219,-0.53,0.13,9.82,7.33,-35.17,20.00,21.00,-30.00,2.00,35.00,101256,0.66
2241,-0.48,0.18,9.91,7.50,-35.00,19.50,22.00,-32.00,2.00,35.00,101262,0.13
2268,-0.53,0.18,9.77,7.50,-34.83,19.83,22.00,-31.00,2.00,35.00,101253,0.93
2291,-0.48,0.18,9.69,7.83,-34.67,19.83,21.00,-29.00,3.00,35.00,101272,-0.77
2314,-0.53,0.18,9.86,7.67,-35.17,19.50,21.00,-30.00,2.00,35.00,101256,0.66
2336,-0.53,0.18,9.86,7.50,-34.67,19.50,21.00,-31.00,3.00,35.00,101269,-0.50
2360,-0.53,0.22,9.86,7.67,-34.83,19.83,21.00,-30.00,4.00,35.00,101272,-0.77
2382,-0.48,0.13,9.82,7.83,-35.17,20.00,22.00,-30.00,2.00,35.00,101269,-0.50
2409,-0.53,0.18,9.77,7.83,-34.50,19.83,23.00,-30.00,3.00,35.00,101259,0.39
2433,-0.48,0.13,9.77,8.17,-35.17,20.00,23.00,-31.00,2.00,35.00,101259,0.39
2455,-0.53,0.13,9.86,7.83,-34.83,19.83,22.00,-29.00,2.00,35.00,101269,-0.50
2478,-0.53,0.22,9.86,7.50,-35.00,19.50,21.00,-30.00,1.00,35.00,101279,-1.40
2501,-0.48,0.13,9.91,7.67,-35.33,19.67,21.00,-31.00,2.00,35.00,101269,-0.50
2524,-0.53,0.18,9.86,7.50,-34.83,19.50,22.00,-31.00,2.00,35.00,101272,-0.77
2547,-0.48,0.13,9.73,8.00,-35.33,19.67,22.00,-29.00,2.00,35.00,101256,0.66
2574,-0.53,0.18,9.82,7.50,-34.67,19.83,21.00,-31.00,3.00,35.00,101272,-0.77
2596,-0.53,0.13,9.91,7.33,-35.33,18.83,21.00,-30.00,3.00,35.00,101266,-0.23
2619,-0.53,0.13,9.82,7.67,-35.17,19.83,21.00,-31.00,2.00,35.00,101269,-0.50
2656,-0.48,0.13,9.82,7.67,-35.00,19.83,22.00,-30.00,2.00,35.00,101269,-0.50
2680,-0.53,0.18,9.82,7.33,-34.83,19.67,22.00,-30.00,2.00,35.00,101262,0.13
2704,-0.53,0.18,9.91,8.00,-35.00,19.83,22.00,-29.00,2.00,35.00,101253,0.93
2726,-0.53,0.18,9.82,7.83,-34.83,19.67,22.00,-30.00,2.00,35.00,101256,0.66
