f,ax,ay,az,mx,my,mz,gx,gy,gz,t,p,h
27633,-0.48,0.18,9.91,9.83,-33.17,19.83,21.00,-30.00,2.00,35.70,101277,-1.20
27657,-0.48,0.22,9.86,9.83,-33.17,19.67,21.00,-30.00,3.00,35.70,101277,-1.20
27679,-0.44,0.13,9.91,9.67,-33.17,19.33,23.00,-31.00,3.00,35.70,101274,-0.93
27703,-0.48,0.22,9.82,10.17,-33.17,19.17,22.00,-31.00,3.00,35.70,101274,-0.93
27725,-0.48,0.13,9.82,9.67,-33.00,19.50,22.00,-32.00,3.00,35.70,101271,-0.66
27748,-0.53,0.13,9.77,10.00,-33.50,19.17,22.00,-31.00,2.00,35.70,101280,-1.47
27776,-0.44,0.18,9.86,9.83,-33.33,19.83,21.00,-30.00,3.00,35.70,101287,-2.10
27798,-0.57,0.22,9.77,9.83,-33.17,19.83,21.00,-31.00,3.00,35.70,101280,-1.47
27822,-0.53,0.22,9.82,9.33,-33.17,19.67,22.00,-32.00,3.00,35.70,101284,-1.83
27844,-0.53,0.13,9.77,9.33,-33.00,19.33,22.00,-31.00,3.00,35.70,101271,-0.66
27868,-0.48,0.18,9.82,10.33,-32.83,19.17,22.00,-31.00,3.00,35.70,101271,-0.66
27890,-0.53,0.22,9.86,9.83,-33.00,19.33,21.00,-32.00,2.00,35.70,101274,-0.93
27917,-0.48,0.22,9.91,10.17,-33.00,20.00,21.00,-30.00,3.00,35.70,101280,-1.47
27953,-0.57,0.13,9.91,10.00,-33.33,19.67,22.00,-31.00,3.00,35.70,101284,-1.83
27978,-0.48,0.13,9.95,10.00,-33.67,19.67,22.00,-32.00,2.00,35.70,101277,-1.20
28002,-0.53,0.18,9.86,9.67,-33.33,19.33,22.00,-32.00,2.00,35.70,101261,0.23
28024,-0.53,0.18,9.86,10.17,-33.00,19.83,22.00,-31.00,2.00,35.70,101274,-0.93
28048,-0.48,0.09,9.77,10.00,-33.17,18.83,21.00,-31.00,2.00,35.70,101277,-1.20
28070,-0.48,0.13,9.77,9.67,-33.17,19.67,22.00,-32.00,3.00,35.70,101277,-1.20
28097,-0.44,0.13,9.86,9.83,-33.00,19.17,21.00,-30.00,2.00,35.70,101277,-1.20
28121,-0.48,0.22,9.82,9.83,-32.83,19.67,23.00,-32.00,3.00,35.70,101271,-0.66
28143,-0.44,0.18,9.82,10.17,-33.00,19.50,22.00,-31.00,2.00,35.70,101271,-0.66
28167,-0.44,0.18,9.95,9.67,-33.33,19.83,22.00,-31.00,2.00,35.70,101274,-0.93
28189,-0.53,0.26,9.77,9.50,-32.83,19.67,21.00,-31.00,3.00,35.70,101267,-0.31
28213,-0.44,0.26,9.82,10.00,-33.00,20.00,22.00,-30.00,3.00,35.70,101280,-1.47
28239,-0.48,0.13,9.91,10.00,-33.33,20.00,22.00,-32.00,3.00,35.70,101284,-1.83
28262,-0.48,0.18,9.95,9.83,-33.33,19.67,22.00,-31.00,2.00,35.70,101267,-0.31
28285,-0.48,0.18,9.73,9.50,-32.83,20.00,22.00,-32.00,2.00,35.70,101277,-1.20
28308,-0.48,0.09,9.77,9.67,-33.00,19.67,22.00,-30.00,2.00,35.70,101287,-2.10
28332,-0.48,0.18,9.77,9.83,-33.17,19.50,23.00,-31.00,2.00,35.70,101267,-0.31
28354,-0.53,0.18,9.86,9.83,-33.50,19.50,21.00,-31.00,2.00,35.70,101267,-0.31
28377,-0.53,0.26,9.91,9.67,-33.33,19.50,22.00,-31.00,3.00,35.70,101267,-0.31
28404,-0.48,0.22,9.77,10.00,-33.67,19.33,22.00,-32.00,2.00,35.70,101274,-0.93
28427,-0.48,0.18,9.95,9.50,-32.83,19.83,22.00,-31.00,3.00,35.70,101274,-0.93
28449,-0.48,0.18,9.69,9.83,-33.50,19.67,22.00,-31.00,2.00,35.70,101284,-1.83
28473,-0.39,0.18,9.82,9.83,-33.33,19.83,22.00,-31.00,2.00,35.70,101274,-0.93
28495,-0.44,0.13,9.86,10.33,-33.17,19.17,22.00,-31.00,2.00,35.70,101267,-0.31
28519,-0.44,0.22,9.91,9.17,-32.67,19.17,22.00,-31.00,4.00,35.70,101277,-1.20
28546,-0.57,0.22,9.86,9.50,-32.83,19.83,22.00,-31.00,2.00,35.70,101284,-1.83
28568,-0.57,0.22,9.91,10.00,-33.33,19.67,22.00,-31.00,2.00,35.70,101280,-1.47
28592,-0.48,0.13,9.82,9.67,-33.17,19.67,22.00,-30.00,2.00,35.70,101287,-2.10
28614,-0.44,0.13,9.86,9.50,-33.33,19.50,22.00,-31.00,1.00,35.70,101274,-0.93
28638,-0.48,0.18,9.77,9.83,-33.00,19.50,22.00,-31.00,3.00,35.70,101280,-1.47
28660,-0.48,0.13,9.73,10.00,-33.17,19.50,21.00,-32.00,2.00,35.70,101284,-1.83
28684,-0.48,0.13,9.77,9.67,-33.50,19.67,22.00,-30.00,1.00,35.70,101271,-0.66
28710,-0.53,0.13,9.73,10.17,-33.00,19.50,22.00,-30.00,4.00,35.70,101274,-0.93
28733,-0.48,0.13,9.82,10.00,-32.83,19.67,22.00,-32.00,3.00,35.70,101280,-1.47
28756,-0.48,0.22,9.95,9.50,-33.33,19.67,23.00,-32.00,3.00,35.70,101261,0.23
28779,-0.57,0.18,9.77,9.83,-33.17,19.17,22.00,-31.00,2.00,35.70,101274,-0.93
28803,-0.44,0.18,9.82,9.33,-33.50,19.83,22.00,-32.00,3.00,35.70,101280,-1.47
28825,-0.53,0.22,9.86,9.83,-33.50,19.83,21.00,-32.00,3.00,35.70,101284,-1.83
28849,-0.48,0.18,9.86,9.83,-33.50,19.17,21.00,-31.00,2.00,35.70,101277,-1.20
28883,-0.48,0.13,9.82,9.50,-33.17,19.00,23.00,-31.00,3.00,35.70,101274,-0.93
28906,-0.44,0.09,9.77,9.83,-33.33,19.33,22.00,-32.00,3.00,35.70,101284,-1.83
28930,-0.53,0.13,9.82,10.00,-33.33,19.67,22.00,-31.00,2.00,35.70,101271,-0.66
28952,-0.48,0.13,9.73,10.00,-33.33,19.67,22.00,-31.00,2.00,35.70,101274,-0.93
28975,-0.48,0.18,9.77,9.83,-33.17,19.67,22.00,-32.00,3.00,35.70,101280,-1.47
28998,-0.53,0.18,9.77,9.67,-33.33,19.50,22.00,-32.00,2.00,35.70,101271,-0.66
29025,-0.48,0.18,9.86,9.67,-33.67,19.50,22.00,-30.00,3.00,35.70,101290,-2.37
29048,-0.44,0.18,9.86,9.67,-33.67,19.33,23.00,-31.00,3.00,35.70,101280,-1.47
29071,-0.48,0.18,9.91,9.83,-33.67,19.67,22.00,-30.00,2.00,35.70,101284,-1.83
29093,-0.48,0.18,9.86,9.50,-32.67,19.83,21.00,-30.00,2.00,35.70,101274,-0.93
29117,-0.53,0.18,9.82,9.33,-33.00,19.67,21.00,-31.00,2.00,35.70,101280,-1.47
29153,-0.48,0.18,9.86,9.50,-33.17,19.83,20.00,-32.00,1.00,35.70,101277,-1.20
29178,-0.48,0.18,9.82,9.83,-33.00,20.00,21.00,-31.00,3.00,35.70,101287,-2.10
29205,-0.53,0.13,9.86,9.67,-33.33,19.50,22.00,-31.00,2.00,35.70,101280,-1.47
29229,-0.48,0.18,9.95,10.00,-33.17,19.50,21.00,-31.00,2.00,35.70,101274,-0.93
29251,-0.48,0.18,9.82,9.67,-33.67,19.67,22.00,-31.00,2.00,35.70,101274,-0.93
29275,-0.48,0.18,9.82,9.33,-33.33,19.83,22.00,-31.00,2.00,35.70,101274,-0.93
29297,-0.57,0.22,9.82,9.83,-33.17,19.67,21.00,-31.00,2.00,35.70,101277,-1.20
29320,-0.48,0.18,9.91,9.83,-32.83,19.17,22.00,-30.00,2.00,35.70,101264,-0.04
29347,-0.53,0.22,9.77,9.67,-33.00,19.17,23.00,-29.00,2.00,35.70,101274,-0.93
29370,-0.48,0.18,9.95,10.17,-33.00,19.50,22.00,-31.00,2.00,35.70,101277,-1.20
29393,-0.44,0.18,9.82,9.83,-33.50,19.50,23.00,-32.00,2.00,35.70,101274,-0.93
29416,-0.44,0.18,9.82,9.50,-33.00,19.17,22.00,-31.00,3.00,35.70,101267,-0.31
29438,-0.48,0.13,9.91,9.67,-33.00,19.50,22.00,-31.00,2.00,35.70,101284,-1.83
29462,-0.48,0.13,9.86,9.33,-32.83,19.83,21.00,-31.00,2.00,35.70,101284,-1.83
29485,-0.44,0.18,9.82,10.00,-32.67,19.67,22.00,-31.00,2.00,35.70,101280,-1.47
29511,-0.53,0.18,9.77,9.67,-33.33,19.50,22.00,-31.00,3.00,35.70,101274,-0.93
29535,-0.48,0.13,9.77,9.67,-32.67,19.17,21.00,-30.00,3.00,35.70,101271,-0.66
29557,-0.44,0.18,9.82,10.00,-33.33,19.00,21.00,-31.00,2.00,35.70,101271,-0.66
29581,-0.57,0.18,9.82,9.33,-33.17,19.33,22.00,-31.00,3.00,35.70,101277,-1.20
29603,-0.48,0.13,9.82,9.83,-33.67,19.17,22.00,-30.00,3.00,35.70,101277,-1.20
29627,-0.48,0.13,9.73,9.50,-33.50,19.33,22.00,-32.00,3.00,35.70,101287,-2.10
29654,-0.53,0.13,9.86,9.50,-32.83,19.67,22.00,-32.00,3.00,35.70,101280,-1.47
29676,-0.57,0.18,9.82,10.00,-33.33,19.00,21.00,-32.00,4.00,35.70,101271,-0.66
29700,-0.44,0.18,9.73,9.67,-33.00,19.17,22.00,-32.00,2.00,35.70,101271,-0.66
29722,-0.53,0.18,9.82,10.00,-33.50,19.33,23.00,-31.00,2.00,35.70,101277,-1.20
29746,-0.39,0.18,9.73,9.67,-33.17,19.00,22.00,-31.00,3.00,35.70,101267,-0.31
29768,-0.48,0.22,9.86,9.83,-33.00,19.67,23.00,-31.00,3.00,35.70,101280,-1.47
29792,-0.53,0.22,9.86,9.67,-33.17,19.33,22.00,-31.00,3.00,35.70,101277,-1.20
29818,-0.48,0.13,9.82,10.17,-33.17,19.33,22.00,-32.00,3.00,35.70,101274,-0.93
29841,-0.53,0.13,9.82,10.00,-33.17,19.67,22.00,-31.00,2.00,35.70,101277,-1.20
29864,-0.57,0.13,9.82,10.00,-33.00,19.33,23.00,-30.00,1.00,35.70,101277,-1.20
29887,-0.53,0.18,9.77,9.83,-33.33,19.33,22.00,-31.00,3.00,35.70,101277,-1.20
29911,-0.57,0.22,9.82,10.00,-32.83,20.00,23.00,-31.00,2.00,35.70,101280,-1.47
29933,-0.53,0.18,9.82,9.83,-33.00,19.33,21.00,-31.00,3.00,35.70,101277,-1.20
29960,-0.53,0.13,9.73,10.17,-32.67,19.33,21.00,-31.00,2.00,35.70,101287,-2.10
29983,-0.48,0.18,9.77,10.17,-33.00,19.17,22.00,-31.00,2.00,35.70,101274,-0.93
30006,-0.48,0.13,9.73,9.50,-32.83,19.67,21.00,-32.00,2.00,35.70,101271,-0.66
30029,-0.44,0.13,9.86,9.67,-33.33,19.17,23.00,-30.00,2.00,35.70,101287,-2.10
30052,-0.53,0.18,9.82,9.50,-33.17,19.83,22.00,-31.00,3.00,35.70,101280,-1.47
30075,-0.44,0.18,9.77,9.50,-33.17,19.50,21.00,-30.00,1.00,35.70,101267,-0.31
30098,-0.48,0.22,9.86,10.00,-33.00,19.67,22.00,-31.00,3.00,35.70,101277,-1.20
30138,-0.48,0.22,9.95,9.67,-33.50,19.50,23.00,-32.00,2.00,35.70,101280,-1.47
30160,-0.48,0.18,9.86,9.83,-33.17,19.33,22.00,-31.00,2.00,35.70,101264,-0.04
30184,-0.44,0.13,9.82,10.00,-33.33,19.83,22.00,-32.00,3.00,35.70,101280,-1.47
30206,-0.48,0.13,9.82,10.17,-33.17,19.50,23.00,-30.00,3.00,35.70,101271,-0.66
30230,-0.53,0.18,9.73,9.67,-33.17,19.33,21.00,-32.00,3.00,35.70,101267,-0.31
30253,-0.48,0.22,9.82,9.67,-33.50,19.33,22.00,-31.00,2.00,35.70,101280,-1.47
30279,-0.53,0.18,9.82,10.00,-33.17,19.33,22.00,-30.00,3.00,35.70,101280,-1.47
30303,-0.53,0.18,9.77,10.17,-33.33,19.33,22.00,-30.00,2.00,35.70,101267,-0.31
30325,-0.53,0.13,9.95,9.83,-33.00,19.50,22.00,-32.00,1.00,35.70,101284,-1.83
30362,-0.48,0.13,9.82,9.83,-33.17,19.17,22.00,-31.00,3.00,35.70,101264,-0.04
30387,-0.48,0.18,9.77,10.00,-33.00,19.17,22.00,-32.00,3.00,35.70,101277,-1.20
30410,-0.48,0.22,9.82,9.83,-33.00,19.17,22.00,-32.00,2.00,35.70,101277,-1.20
30433,-0.48,0.18,9.95,10.00,-33.00,19.33,22.00,-32.00,1.00,35.70,101280,-1.47
30460,-0.48,0.18,9.86,10.33,-33.17,19.33,21.00,-31.00,3.00,35.70,101277,-1.20
30483,-0.53,0.22,9.86,9.50,-33.00,19.50,22.00,-31.00,2.00,35.70,101280,-1.47
30505,-0.44,0.18,9.91,10.17,-32.67,19.83,23.00,-31.00,3.00,35.70,101277,-1.20
30529,-0.48,0.18,9.82,9.67,-33.50,19.17,22.00,-31.00,2.00,35.70,101277,-1.20
30552,-0.48,0.22,9.73,10.17,-33.33,19.17,22.00,-32.00,2.00,35.70,101267,-0.31
30575,-0.48,0.18,9.82,9.83,-33.50,19.00,23.00,-30.00,2.00,35.70,101287,-2.10
30602,-0.53,0.26,9.82,9.33,-33.33,19.50,22.00,-30.00,2.00,35.70,101274,-0.93
30624,-0.48,0.18,9.77,9.17,-33.67,19.00,22.00,-31.00,3.00,35.70,101267,-0.31
30648,-0.53,0.18,9.86,10.17,-33.00,19.50,23.00,-31.00,2.00,35.70,101271,-0.66
30670,-0.53,0.18,9.86,9.50,-33.17,19.17,22.00,-31.00,2.00,35.70,101274,-0.93
30694,-0.53,0.18,9.82,9.83,-32.67,19.17,22.00,-32.00,2.00,35.70,101280,-1.47
30716,-0.48,0.18,9.77,9.67,-33.17,19.17,21.00,-31.00,2.00,35.70,101274,-0.93
30740,-0.48,0.18,9.82,10.33,-33.17,19.33,23.00,-32.00,2.00,35.70,101277,-1.20
30767,-0.48,0.18,9.86,10.33,-33.17,19.67,23.00,-32.00,3.00,35.70,101274,-0.93
30789,-0.44,0.18,9.91,9.33,-33.17,19.33,21.00,-31.00,2.00,35.70,101297,-3.00
30813,-0.48,0.18,9.91,9.50,-33.50,19.67,22.00,-31.00,1.00,35.70,101284,-1.83
30835,-0.44,0.13,9.95,9.83,-32.83,19.67,21.00,-32.00,2.00,35.70,101274,-0.93
30859,-0.53,0.13,9.77,9.50,-33.17,19.17,22.00,-32.00,1.00,35.70,101287,-2.10
30881,-0.48,0.18,9.91,10.17,-33.33,19.33,21.00,-32.00,2.00,35.70,101277,-1.20
30905,-0.48,0.18,9.91,10.00,-33.17,19.83,22.00,-31.00,2.00,35.70,101280,-1.47
30931,-0.44,0.18,9.82,10.00,-33.17,19.33,21.00,-32.00,3.00,35.70,101274,-0.93
30954,-0.53,0.18,9.82,10.17,-33.33,19.17,22.00,-33.00,2.00,35.70,101271,-0.66
30978,-0.53,0.22,9.86,10.00,-33.00,19.33,22.00,-31.00,2.00,35.70,101277,-1.20
31000,-0.44,0.18,9.77,9.67,-33.17,19.50,21.00,-32.00,3.00,35.70,101287,-2.10
31024,-0.53,0.09,9.82,10.17,-33.17,19.17,23.00,-32.00,3.00,35.70,101277,-1.20
31046,-0.53,0.18,9.77,9.67,-33.17,19.33,22.00,-31.00,2.00,35.70,101287,-2.10
31073,-0.57,0.13,9.73,10.00,-33.17,19.17,22.00,-30.00,2.00,35.70,101280,-1.47
31096,-0.61,0.18,9.82,10.17,-33.50,19.50,22.00,-30.00,2.00,35.60,101274,-0.93
31119,-0.48,0.22,9.77,9.33,-33.50,19.33,22.00,-31.00,2.00,35.70,101280,-1.47
31142,-0.53,0.13,9.82,9.67,-33.33,19.33,22.00,-31.00,2.00,35.60,101277,-1.20
31165,-0.53,0.22,9.91,9.67,-33.50,19.67,24.00,-31.00,2.00,35.70,101271,-0.66
31188,-0.44,0.22,9.91,9.50,-32.83,19.33,21.00,-31.00,3.00,35.70,101290,-2.37
31211,-0.44,0.18,9.86,9.67,-33.00,19.67,21.00,-31.00,3.00,35.70,101274,-0.93
31238,-0.48,0.13,9.82,10.17,-33.17,19.67,22.00,-32.00,2.00,35.60,101267,-0.31
31261,-0.53,0.22,9.99,10.17,-33.33,19.50,22.00,-31.00,2.00,35.70,101277,-1.20
31284,-0.53,0.18,9.86,9.67,-33.50,19.67,23.00,-31.00,3.00,35.70,101287,-2.10
31307,-0.53,0.13,9.91,10.00,-33.17,19.33,22.00,-31.00,2.00,35.60,101274,-0.93
31330,-0.48,0.13,9.91,9.50,-33.33,19.33,22.00,-31.00,2.00,35.70,101277,-1.20
31353,-0.44,0.13,9.82,9.67,-33.17,19.50,22.00,-31.00,2.00,35.70,101277,-1.20
31388,-0.48,0.22,9.91,10.00,-33.50,19.50,22.00,-31.00,2.00,35.70,101284,-1.83
31411,-0.48,0.18,9.77,9.33,-33.33,19.50,22.00,-31.00,3.00,35.60,101274,-0.93
31434,-0.53,0.22,9.86,9.67,-33.00,19.50,22.00,-30.00,2.00,35.70,101284,-1.83
31457,-0.53,0.13,9.77,9.33,-33.17,19.83,22.00,-31.00,2.00,35.70,101274,-0.93
31480,-0.53,0.18,9.77,9.67,-33.33,19.67,22.00,-30.00,3.00,35.70,101264,-0.04
31503,-0.57,0.22,9.91,10.33,-33.50,19.83,22.00,-32.00,2.00,35.70,101284,-1.83
31526,-0.53,0.18,9.77,9.83,-33.33,19.17,21.00,-31.00,2.00,35.60,101274,-0.93
31566,-0.39,0.22,9.95,10.00,-33.00,19.67,22.00,-31.00,2.00,35.60,101261,0.23
31591,-0.53,0.18,9.77,9.67,-33.17,19.50,21.00,-30.00,3.00,35.70,101274,-0.93
31614,-0.44,0.26,9.91,9.83,-33.17,19.50,21.00,-31.00,3.00,35.60,101274,-0.93
31637,-0.48,0.22,9.82,10.17,-33.33,19.67,22.00,-32.00,3.00,35.60,101277,-1.20
31661,-0.48,0.18,9.82,9.50,-33.33,19.50,23.00,-31.00,2.00,35.70,101280,-1.47
31683,-0.48,0.18,9.82,10.00,-33.33,20.17,22.00,-32.00,3.00,35.70,101284,-1.83
31711,-0.48,0.22,9.91,9.50,-33.33,19.67,23.00,-31.00,3.00,35.60,101274,-0.93
31733,-0.57,0.22,9.82,9.67,-32.83,19.67,22.00,-33.00,2.00,35.60,101267,-0.31
31756,-0.44,0.13,9.82,10.17,-33.00,19.17,22.00,-32.00,1.00,35.70,101284,-1.83
31779,-0.57,0.13,9.86,9.67,-33.33,19.17,23.00,-32.00,2.00,35.60,101274,-0.93
31802,-0.57,0.18,9.73,10.00,-33.33,19.33,21.00,-31.00,2.00,35.60,101274,-0.93
31825,-0.53,0.18,9.73,9.83,-33.33,18.83,22.00,-32.00,2.00,35.70,101274,-0.93
31848,-0.44,0.22,9.86,9.83,-33.17,19.33,22.00,-30.00,3.00,35.60,101277,-1.20
31875,-0.48,0.18,9.86,10.00,-33.00,19.33,21.00,-32.00,2.00,35.60,101270,-0.57
31898,-0.44,0.18,9.73,9.50,-33.33,19.17,22.00,-31.00,2.00,35.60,101287,-2.10
31921,-0.48,0.22,9.86,9.50,-33.00,19.33,23.00,-32.00,2.00,35.60,101280,-1.47
31944,-0.44,0.18,9.77,9.67,-33.17,19.67,22.00,-31.00,2.00,35.60,101264,-0.04
31967,-0.48,0.22,9.86,9.67,-33.17,19.33,22.00,-31.00,3.00,35.60,101287,-2.10
31990,-0.44,0.18,9.82,10.00,-33.00,19.33,23.00,-31.00,3.00,35.60,101264,-0.04
32017,-0.48,0.18,9.82,9.67,-33.00,19.17,22.00,-31.00,3.00,35.60,101277,-1.20
32039,-0.39,0.18,9.86,10.33,-33.00,19.00,21.00,-31.00,3.00,35.70,101271,-0.66
32063,-0.48,0.13,9.82,9.50,-33.00,19.50,23.00,-32.00,3.00,35.60,101267,-0.31
32086,-0.48,0.18,9.86,9.67,-33.17,19.33,22.00,-33.00,2.00,35.60,101270,-0.57
32109,-0.48,0.09,9.82,9.50,-32.67,19.50,22.00,-32.00,3.00,35.60,101270,-0.57
32132,-0.44,0.13,9.77,9.67,-33.17,19.00,22.00,-32.00,2.00,35.60,101277,-1.20
32155,-0.48,0.18,9.82,10.00,-33.33,19.83,22.00,-31.00,2.00,35.60,101284,-1.83
32182,-0.44,0.18,9.77,9.33,-32.83,19.50,21.00,-32.00,2.00,35.60,101271,-0.66
32204,-0.48,0.13,9.82,9.83,-33.00,19.17,22.00,-32.00,3.00,35.70,101280,-1.47
32228,-0.53,0.22,9.77,10.17,-33.17,19.50,23.00,-31.00,3.00,35.60,101277,-1.20
32250,-0.53,0.22,9.77,10.17,-33.50,19.50,22.00,-31.00,4.00,35.60,101274,-0.93
32274,-0.48,0.22,9.91,9.83,-33.50,20.00,22.00,-30.00,2.00,35.60,101271,-0.66
32296,-0.53,0.18,9.82,10.17,-33.17,19.67,23.00,-30.00,4.00,35.60,101274,-0.93
32323,-0.48,0.18,9.86,9.83,-32.83,19.67,22.00,-32.00,1.00,35.70,101284,-1.83
32347,-0.48,0.18,9.82,9.83,-33.00,20.00,21.00,-31.00,2.00,35.60,101267,-0.31
32369,-0.44,0.22,9.77,9.67,-33.50,19.67,22.00,-31.00,3.00,35.60,101267,-0.31
32392,-0.44,0.09,9.77,10.17,-33.67,19.33,23.00,-31.00,2.00,35.60,101277,-1.20
32415,-0.53,0.18,9.86,9.67,-32.83,19.50,22.00,-31.00,3.00,35.70,101284,-1.83
32438,-0.48,0.18,9.91,9.83,-33.50,19.50,22.00,-31.00,2.00,35.60,101277,-1.20
32461,-0.53,0.26,9.73,10.17,-33.50,19.17,22.00,-29.00,2.00,35.60,101290,-2.37
32488,-0.53,0.18,9.86,9.67,-33.33,19.83,22.00,-32.00,3.00,35.60,101280,-1.47
32512,-0.53,0.13,9.82,9.83,-33.00,19.00,21.00,-31.00,1.00,35.60,101271,-0.66
32534,-0.44,0.18,9.82,9.67,-33.33,19.83,22.00,-31.00,3.00,35.60,101274,-0.93
32557,-0.53,0.18,9.86,9.50,-33.17,19.50,22.00,-30.00,3.00,35.60,101277,-1.20
32580,-0.48,0.18,9.86,9.33,-33.00,19.50,22.00,-30.00,3.00,35.60,101284,-1.83
32603,-0.44,0.22,9.69,9.83,-33.17,20.17,22.00,-32.00,2.00,35.60,101280,-1.47
32643,-0.44,0.18,9.82,10.00,-33.33,19.50,23.00,-31.00,2.00,35.60,101280,-1.47
32666,-0.48,0.18,9.86,10.17,-33.50,19.50,21.00,-32.00,2.00,35.60,101264,-0.04
32689,-0.48,0.13,9.86,9.50,-33.17,19.33,22.00,-31.00,3.00,35.60,101270,-0.57
32711,-0.57,0.18,9.95,9.50,-32.83,19.33,22.00,-31.00,3.00,35.60,101270,-0.57
32735,-0.57,0.18,9.82,10.00,-33.17,19.33,21.00,-31.00,2.00,35.60,101267,-0.31
32771,-0.48,0.18,9.86,10.33,-33.33,20.00,22.00,-31.00,2.00,35.60,101267,-0.31
32796,-0.44,0.13,9.73,10.00,-33.17,20.00,22.00,-31.00,3.00,35.60,101274,-0.93
32823,-0.48,0.13,9.91,10.00,-33.50,19.33,23.00,-30.00,4.00,35.60,101284,-1.83
32846,-0.48,0.18,9.86,9.83,-33.33,19.83,23.00,-31.00,2.00,35.60,101284,-1.83
32869,-0.53,0.18,9.86,9.83,-33.17,19.33,23.00,-32.00,3.00,35.60,101280,-1.47
32892,-0.53,0.18,9.86,10.17,-34.00,19.33,22.00,-31.00,3.00,35.60,101271,-0.66
32915,-0.48,0.18,9.77,10.00,-33.00,19.33,22.00,-32.00,3.00,35.60,101290,-2.37
32939,-0.48,0.13,9.82,9.83,-33.33,19.50,22.00,-32.00,3.00,35.60,101277,-1.20
32965,-0.48,0.22,9.91,10.17,-33.00,19.17,22.00,-32.00,3.00,35.60,101270,-0.57
32988,-0.48,0.22,9.86,9.33,-33.50,19.17,21.00,-31.00,3.00,35.60,101277,-1.20
33011,-0.53,0.22,9.82,9.67,-33.17,19.83,23.00,-31.00,2.00,35.60,101274,-0.93
33034,-0.53,0.22,9.82,10.17,-32.83,19.50,23.00,-30.00,2.00,35.60,101280,-1.47
33057,-0.48,0.18,9.77,9.83,-33.50,19.50,22.00,-32.00,3.00,35.60,101280,-1.47
33080,-0.44,0.18,9.82,9.67,-33.00,19.33,22.00,-32.00,3.00,35.60,101267,-0.31
33103,-0.48,0.13,9.86,9.83,-33.00,19.17,22.00,-31.00,2.00,35.60,101280,-1.47
33130,-0.48,0.18,9.91,9.83,-33.17,19.17,22.00,-31.00,3.00,35.60,101274,-0.93
33153,-0.48,0.18,9.77,9.50,-32.83,19.17,22.00,-30.00,2.00,35.60,101277,-1.20
33176,-0.48,0.18,9.91,9.83,-33.17,19.67,22.00,-31.00,2.00,35.60,101274,-0.93
33199,-0.53,0.18,9.86,9.67,-32.83,19.83,22.00,-32.00,1.00,35.60,101267,-0.31
33222,-0.53,0.13,9.82,9.83,-33.33,19.00,22.00,-32.00,3.00,35.60,101264,-0.04
33245,-0.53,0.22,9.91,10.00,-33.33,19.17,23.00,-31.00,3.00,35.60,101284,-1.83
33268,-0.57,0.22,9.82,10.00,-33.33,19.33,22.00,-31.00,4.00,35.60,101270,-0.57
33295,-0.48,0.22,9.82,9.67,-33.17,19.33,22.00,-31.00,3.00,35.60,101267,-0.31
33317,-0.48,0.22,9.77,9.67,-32.67,19.67,22.00,-32.00,3.00,35.60,101280,-1.47
33341,-0.48,0.22,9.86,9.67,-33.50,19.33,22.00,-30.00,2.00,35.60,101274,-0.93
33363,-0.48,0.18,9.91,9.67,-33.50,19.67,22.00,-31.00,2.00,35.60,101284,-1.83
33386,-0.44,0.18,9.99,10.00,-33.50,20.00,22.00,-31.00,2.00,35.60,101277,-1.20
33410,-0.48,0.13,9.86,9.50,-33.17,19.50,22.00,-32.00,3.00,35.60,101274,-0.93
33436,-0.57,0.18,9.86,10.00,-33.67,19.33,22.00,-30.00,2.00,35.60,101267,-0.31
33460,-0.53,0.18,9.82,9.83,-33.00,19.33,23.00,-31.00,3.00,35.60,101274,-0.93
33482,-0.53,0.18,9.73,9.67,-33.17,19.50,22.00,-31.00,2.00,35.70,101284,-1.83
33505,-0.48,0.13,9.82,10.17,-33.33,19.33,21.00,-32.00,2.00,35.60,101274,-0.93
33528,-0.53,0.18,9.82,10.00,-33.17,19.00,22.00,-31.00,3.00,35.60,101277,-1.20
33551,-0.39,0.13,9.86,9.67,-32.83,19.17,21.00,-31.00,2.00,35.60,101274,-0.93
33574,-0.53,0.26,9.91,10.00,-33.17,19.67,22.00,-30.00,2.00,35.60,101287,-2.10
33601,-0.44,0.18,9.95,9.83,-33.17,19.50,22.00,-31.00,2.00,35.60,101287,-2.10
33624,-0.48,0.18,9.95,9.67,-33.33,19.33,22.00,-31.00,3.00,35.60,101283,-1.74
33647,-0.48,0.18,9.86,10.17,-32.83,19.17,23.00,-32.00,3.00,35.60,101267,-0.31
33670,-0.48,0.22,9.86,10.33,-33.17,19.50,22.00,-32.00,2.00,35.60,101274,-0.93
33693,-0.48,0.18,9.82,9.83,-33.00,19.50,22.00,-31.00,2.00,35.60,101274,-0.93
33716,-0.48,0.18,9.91,10.00,-33.17,19.00,23.00,-31.00,2.00,35.60,101280,-1.47
33742,-0.48,0.18,9.73,9.83,-33.67,19.50,22.00,-31.00,1.00,35.60,101267,-0.31
33766,-0.48,0.18,9.82,9.83,-33.33,19.33,22.00,-31.00,3.00,35.60,101264,-0.04
33788,-0.44,0.18,9.77,9.50,-33.00,19.17,22.00,-30.00,2.00,35.60,101284,-1.83
33812,-0.53,0.13,9.73,9.67,-33.67,19.33,21.00,-30.00,3.00,35.60,101274,-0.93
